"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Cód.";"Município";"Ano x Tipo de rebanho"
"Cód.";"Município";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Cód.";"Município";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"5104609";"Itiquira (MT)";"73779";"72696";"75066";"76604";"82235";"92100";"100090";"98889";"104926";"111221";"114558";"130560";"138132";"152053";"164187";"204410";"220500";"224910";"188956";"227159";"232526";"259630";"305033";"312658";"312658";"276012";"269022";"242000";"276825";"306634";"254261";"233092";"216124";"227324";"246411";"226578";"233873";"215329";"253432";"268525";"292461";"324984";"334735";"341827";"345825";"296220";"336622";"343263";"387583";"390608";"374428"
"5104807";"Jaciara (MT)";"53301";"66365";"71817";"78429";"81871";"83918";"96954";"33556";"34897";"36292";"37598";"46523";"49314";"54589";"59239";"66354";"71131";"76252";"65734";"60910";"75004";"84475";"82721";"83333";"81378";"86076";"90890";"84784";"91074";"84537";"72944";"73076";"67834";"67701";"74735";"73887";"80582";"74293";"72969";"72969";"86902";"92049";"94810";"89474";"95063";"89289";"94941";"84607";"96292";"107153";"108625"
"5104906";"Jangada (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"15540";"16162";"23212";"21000";"24700";"30285";"35902";"39220";"40026";"39526";"39526";"39950";"36927";"51494";"59781";"59945";"65132";"61325";"49777";"49184";"54448";"53081";"54939";"55027";"45877";"48432";"53320";"53038";"56856";"53657";"90823";"75623";"50408";"54613";"56571";"50265"
"5105002";"Jauru (MT)";"...";"...";"...";"...";"...";"...";"...";"65905";"69789";"73976";"78119";"98409";"105690";"98355";"98355";"100725";"105761";"108761";"114889";"102160";"146259";"146259";"140439";"144076";"143358";"171141";"140000";"156000";"186520";"205257";"201039";"192782";"174394";"178414";"178008";"179161";"194166";"198698";"201480";"197960";"202202";"203804";"199897";"191271";"191914";"195396";"199593";"223346";"246799";"252914";"251622"
"5105101";"Juara (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"4093";"4503";"5043";"33494";"37178";"40947";"45492";"58400";"79895";"158300";"172130";"277775";"319360";"368818";"454156";"507192";"560494";"632705";"720717";"740776";"789300";"874413";"919964";"915161";"894127";"813217";"905470";"907403";"945249";"927838";"964213";"952022";"926563";"945566";"976404";"952395";"998844";"992012";"968950";"954545";"1002350";"963851";"926926"
"5105150";"Juína (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4735";"50000";"50405";"57563";"67163";"74618";"75000";"81174";"86450";"92121";"146814";"182168";"229536";"264404";"304749";"326649";"371130";"410863";"428941";"472639";"509494";"533199";"564408";"533595";"532901";"543334";"574954";"605179";"603775";"621182";"624540";"633492";"665741";"712747";"751263";"762504";"807015";"829061";"832043";"902560";"827774";"802085"
"5105176";"Juruena (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"45000";"47505";"49874";"56358";"38361";"41273";"50166";"62737";"68297";"76386";"81535";"91124";"91758";"106560";"96083";"108428";"129756";"153971";"162012";"167042";"174021";"191070";"197626";"201559";"193428";"184878";"192033";"212110";"208725";"221777";"221099";"211771";"229537";"241997";"226687";"223132"
"5105200";"Juscimeira (MT)";"...";"...";"...";"...";"...";"...";"...";"67276";"69967";"72766";"75531";"108142";"116792";"133305";"133305";"167193";"184748";"193985";"151418";"158988";"158988";"165077";"155541";"154655";"154823";"152000";"152347";"137160";"164598";"157099";"154622";"150660";"135886";"142449";"143810";"151119";"154874";"152156";"146950";"164742";"173320";"182918";"184747";"180973";"175535";"175382";"183507";"170825";"186920";"199668";"178540"
"5105234";"Lambari D'Oeste (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"62281";"73656";"79326";"79488";"81914";"85790";"99073";"96000";"115024";"112419";"141636";"147503";"152205";"139965";"121704";"113456";"125421";"136214";"137228";"134034";"125852";"136430";"142010";"149114";"143711";"155106";"163754";"161266";"157282";"186920";"177888";"159272"
"5105259";"Lucas do Rio Verde (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"2500";"17600";"20768";"27255";"21513";"41235";"41235";"43665";"44538";"33265";"33265";"27537";"25044";"24762";"20501";"17044";"15456";"15543";"27789";"16452";"17186";"23601";"23849";"23805";"23226";"17583";"20088";"16824";"24175";"32724";"37298";"44789";"52607";"39647";"53127";"50315"
"5105309";"Luciara (MT)";"80065";"86877";"114359";"123687";"139766";"141760";"255580";"204761";"223411";"243518";"260314";"208950";"213547";"200336";"206259";"208256";"224916";"226478";"243185";"24074";"24274";"26345";"27791";"27791";"27792";"27792";"26862";"28000";"31007";"44446";"39086";"41963";"40452";"39709";"40293";"42364";"37347";"46763";"52402";"44508";"43228";"43821";"44320";"49616";"43004";"43268";"52674";"55436";"72256";"71816";"68875"
"5105507";"Vila Bela da Santíssima Trindade (MT)";"75563";"136907";"159690";"146057";"158000";"220000";"385517";"243153";"265036";"288888";"314887";"228842";"230215";"219260";"221454";"225839";"230355";"241873";"225524";"295520";"295643";"316167";"451296";"387159";"380000";"368312";"515000";"585000";"648701";"807827";"863079";"890100";"872290";"839469";"803594";"801877";"844755";"888430";"917139";"903313";"943217";"985838";"1003684";"980351";"1020579";"1033199";"1036813";"1066344";"1127314";"1134427";"1071822"
"5105580";"Marcelândia (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"38004";"42222";"48907";"50860";"46310";"44175";"44175";"49491";"64197";"87396";"80350";"77316";"83535";"118530";"128154";"159457";"177208";"189350";"197548";"188273";"180850";"191631";"207737";"221895";"213912";"208834";"199632";"201217";"188649";"190080";"186068";"149549";"193128";"194672";"204026";"224009";"219490";"196456"
"5105606";"Matupá (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"73700";"42564";"75000";"43057";"48156";"57407";"65387";"77549";"80102";"88570";"88570";"93303";"127156";"131129";"166740";"176826";"183994";"192345";"189892";"206454";"222563";"236720";"245078";"255101";"248723";"232639";"244893";"232431";"228297";"229051";"229947";"213155";"215721";"226957";"234667";"243280"
"5105622";"Mirassol d'Oeste (MT)";"...";"...";"...";"120000";"129600";"163613";"176702";"31364";"33212";"35206";"36614";"49762";"53544";"61235";"68034";"66926";"67480";"69505";"75760";"69550";"89400";"89400";"90315";"90315";"102060";"104300";"99496";"111777";"131780";"142329";"150361";"142745";"140453";"139907";"132416";"127718";"141165";"143200";"141533";"147322";"154037";"161663";"168962";"168963";"165849";"184926";"174449";"170330";"186438";"188979";"180151"
"5105903";"Nobres (MT)";"14430";"25576";"29701";"28462";"31308";"34438";"40412";"42028";"43665";"45417";"49504";"57402";"60846";"59823";"64860";"65655";"71488";"78994";"65000";"53635";"65000";"67534";"75000";"76774";"75271";"75271";"71500";"74222";"78743";"103007";"98266";"104346";"103196";"94624";"89153";"102140";"109937";"116473";"113421";"110591";"109911";"98650";"108451";"108195";"113126";"111730";"114619";"109661";"106254";"118053";"113640"
"5106000";"Nortelândia (MT)";"37926";"44837";"46799";"53240";"58560";"63440";"34168";"33843";"39257";"45537";"48270";"27855";"28022";"28022";"30770";"29176";"30052";"34340";"28548";"33812";"36187";"41600";"39230";"43453";"47497";"46129";"46626";"49105";"52881";"54972";"49302";"47487";"47988";"42071";"42180";"48621";"45930";"41733";"47970";"44737";"49473";"55435";"54822";"50458";"53326";"55365";"46652";"63248";"55550";"61194";"66493"
"5106109";"Nossa Senhora do Livramento (MT)";"64042";"52138";"49655";"50628";"52146";"58505";"40980";"41464";"44980";"45882";"47258";"48676";"50428";"54619";"56957";"57356";"59363";"61000";"65000";"70647";"84825";"84825";"111078";"111078";"101399";"105083";"105083";"101083";"116018";"176184";"167322";"174517";"128671";"162333";"146803";"150692";"153238";"163554";"145855";"157506";"161335";"181384";"199528";"201497";"208883";"188840";"185903";"192732";"222240";"246573";"233803"
"5106158";"Nova Bandeirantes (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"18848";"34247";"49462";"55984";"56523";"62227";"77217";"88346";"119375";"149150";"169984";"201877";"252525";"294286";"344010";"375538";"391396";"466141";"475270";"468001";"461580";"420383";"432856";"448515";"472023";"492026";"505044";"520437";"580721";"652108";"674937";"651883"
"5106174";"Nova Nazaré (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"49311";"63913";"65756";"60633";"64979";"74906";"69775";"89701";"79619";"83330";"78127";"84010";"76603";"78080";"79006";"78787";"77860";"86951";"94594";"95188";"78318";"82029";"91761";"79400"
"5106182";"Nova Lacerda (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"64141";"65423";"66380";"74300";"152381";"139204";"142244";"157342";"161727";"148376";"157096";"150695";"169422";"188507";"186218";"190432";"187298";"210253";"213422";"226344";"257395";"258633";"352897";"345378";"261381";"165573";"242911";"215912"
"5106190";"Nova Santa Helena (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"121782";"123609";"125500";"136037";"126536";"132624";"123246";"89600";"105587";"117164";"142179";"137185";"127004";"124495";"123446";"122100";"121398";"137199";"139335";"135600";"115646";"111586";"109575";"105965"
"5106208";"Nova Brasilândia (MT)";"...";"...";"...";"...";"...";"...";"...";"49587";"52117";"63558";"64828";"68561";"71579";"78993";"83528";"87622";"92354";"92911";"105924";"65382";"99032";"133522";"75076";"109185";"95283";"95283";"94178";"94142";"97152";"145532";"138589";"142093";"141871";"141984";"143782";"160099";"153050";"149608";"153622";"139794";"134501";"138946";"150882";"143921";"141875";"138962";"140869";"145953";"149188";"154168";"154150"
"5106216";"Nova Canaã do Norte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"30001";"33332";"47781";"68603";"129730";"210856";"183409";"244347";"290167";"200000";"205049";"194685";"221293";"262182";"312392";"334398";"363283";"392884";"397974";"386629";"366890";"391694";"413121";"449719";"426395";"424617";"424497";"413856";"399295";"400598";"417963";"405983";"418051";"422019";"428124";"450481";"424411";"400306"
"5106224";"Nova Mutum (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"38246";"44121";"68142";"72647";"115828";"120952";"133090";"128095";"152000";"145593";"135557";"139072";"98275";"114384";"109244";"112335";"104897";"114637";"133776";"111915";"107255";"122283";"119876";"32089";"97052";"90751";"96795";"112254";"106942";"114889";"117951";"114942";"112775";"118355";"125887";"130855"
"5106232";"Nova Olímpia (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"19974";"20972";"22440";"31629";"33716";"37145";"47290";"45592";"53816";"58635";"58635";"55000";"63150";"59334";"59696";"68063";"68619";"68619";"69591";"67890";"65407";"58175";"64345";"66526";"72970";"69434";"74120";"89918";"84952";"90019";"86964";"91269";"93283";"88841";"87033";"94165";"93058";"82528"
"5106240";"Nova Ubiratã (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"43736";"43736";"27644";"19086";"24403";"31324";"30500";"39619";"31666";"47299";"69465";"54627";"57495";"58165";"66157";"74705";"72080";"73359";"78295";"77735";"73582";"85112";"91268";"105205";"103029";"115361";"115310";"105633"
"5106257";"Nova Xavantina (MT)";"...";"...";"...";"...";"...";"...";"...";"55957";"59669";"63249";"66790";"98531";"107793";"92677";"102965";"68476";"71899";"80886";"110250";"131197";"150877";"168887";"190081";"192659";"211104";"228154";"222513";"243970";"274800";"276594";"270929";"283373";"259140";"254307";"260456";"259449";"283413";"286318";"286056";"297498";"321740";"334384";"335173";"298981";"301458";"373036";"360416";"362327";"366331";"387450";"391311"
"5106265";"Novo Mundo (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"43274";"54742";"90000";"92773";"124842";"195662";"249277";"294515";"319661";"317643";"306634";"349698";"374490";"406459";"403008";"398509";"373015";"351644";"349607";"371892";"374153";"366162";"392069";"396504";"374747";"399197";"357822";"320130"
"5106273";"Novo Horizonte do Norte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"6885";"7651";"10000";"13150";"16470";"23928";"24146";"33310";"42826";"49108";"51363";"53521";"53816";"60000";"66948";"78794";"82672";"93279";"94294";"86808";"84552";"93167";"96456";"101339";"93024";"104612";"100213";"101996";"97367";"111290";"103298";"108781";"106221";"107512";"107490";"115511";"109996";"105299"
"5106281";"Novo São Joaquim (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"61468";"65746";"100200";"105210";"110470";"115993";"159482";"162682";"179110";"196474";"196474";"223724";"210650";"219145";"173415";"194713";"202218";"216561";"236388";"223960";"236999";"222484";"257155";"269651";"267365";"250263";"243740";"253444";"263090";"280518";"248401";"243684";"265560";"271788";"265204";"269247";"270445";"283162"
"5106299";"Paranaíta (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"13373";"14857";"10600";"31807";"64820";"42399";"50986";"76865";"78656";"81220";"102625";"103592";"120231";"133136";"133136";"181332";"224165";"288117";"320394";"331603";"328432";"372128";"392100";"406091";"428870";"431960";"453715";"426314";"427546";"444079";"453908";"461398";"460041";"482477";"497071";"537826";"494069";"460121"
"5106307";"Paranatinga (MT)";"...";"...";"...";"...";"...";"...";"...";"118385";"130352";"143387";"149122";"247788";"273557";"306367";"340374";"152352";"159923";"160083";"185370";"275645";"291584";"303211";"378471";"332875";"305650";"303417";"316497";"355926";"409852";"454784";"473473";"483383";"473577";"473760";"454111";"492271";"487595";"521085";"493093";"437578";"440326";"410194";"449845";"426675";"422130";"434712";"443665";"433048";"409325";"399258";"390793"
"5106315";"Novo Santo Antônio (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4115";"10025";"13687";"14292";"18646";"19427";"21453";"20708";"46160";"43005";"40506";"43779";"40417";"41216";"44827";"50777";"47960";"53794";"58535";"67626";"81030";"94861";"85938";"77747"
"5106372";"Pedra Preta (MT)";"...";"...";"...";"144200";"152830";"157400";"191000";"197052";"214788";"234119";"245825";"214605";"221043";"230319";"238703";"242477";"232096";"236737";"224900";"226024";"232744";"232744";"228896";"231891";"243299";"237055";"249009";"249009";"263093";"278002";"261201";"256786";"252459";"252519";"266405";"273077";"272887";"287953";"291942";"311406";"322508";"344422";"344999";"319427";"324981";"345702";"367841";"359174";"370886";"370140";"371867"
"5106422";"Peixoto de Azevedo (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"58809";"65337";"49400";"64220";"77060";"42919";"44703";"49776";"60814";"68608";"79312";"100182";"105961";"107540";"157545";"157436";"202584";"254839";"276046";"269599";"262222";"266128";"288665";"296379";"316810";"304490";"310291";"301149";"315580";"339430";"340566";"319480";"327436";"341106";"353711";"391888";"386284";"354583"
"5106455";"Planalto da Serra (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"41802";"41802";"43316";"78609";"78600";"62994";"66804";"66804";"80447";"88205";"104072";"119674";"106167";"86738";"79435";"81121";"114545";"97012";"100932";"102151";"92136";"90099";"90645";"103033";"103209";"102340";"92567";"93968";"86317";"97254";"92728";"93747"
"5106505";"Poconé (MT)";"320718";"337655";"338578";"375105";"397611";"300000";"356161";"388954";"407993";"435548";"452972";"227905";"232007";"232007";"243607";"250915";"232000";"236000";"250000";"250139";"270789";"270789";"270789";"261490";"277443";"293670";"290761";"290761";"346468";"384281";"417280";"403935";"385646";"374293";"347369";"369323";"394354";"399544";"410446";"432090";"446453";"477965";"505084";"516323";"515432";"518687";"531977";"526275";"549344";"605000";"605788"
"5106653";"Pontal do Araguaia (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"53574";"63573";"80032";"79243";"77239";"73202";"88897";"94859";"97319";"106501";"104083";"125706";"132965";"112940";"108065";"115713";"123042";"127817";"135025";"121227";"124231";"128177";"140473";"152465";"124290";"128117";"130162";"137907";"135330";"133094";"117303";"118663"
"5106703";"Ponte Branca (MT)";"15281";"16900";"17746";"18807";"21251";"21888";"19470";"19285";"20035";"20835";"21628";"21449";"21921";"21924";"22468";"23591";"26689";"28023";"28583";"20550";"19523";"19523";"18693";"19552";"21350";"21350";"22110";"22617";"26458";"27593";"29298";"27514";"24522";"24689";"26012";"26946";"26252";"28125";"29157";"28123";"29529";"29652";"32481";"28484";"24879";"26214";"28954";"28157";"28061";"30310";"31219"
