Region/Country/Area,,Year,Series,Value,Footnotes,Source
336,Holy See,2022,"Robbery at the national level, rate per 100,000 population",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2022,"Theft at the national level, rate per 100,000 population",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2022,"Total Sexual Violence at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Assault rate per 100,000 population",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Kidnapping at the national level, rate per 100,000",201.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Robbery at the national level, rate per 100,000 population",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
336,Holy See,2023,"Total Sexual Violence at the national level, rate per 100,000",403.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2005,"Intentional homicide rates per 100,000",43.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2010,"Intentional homicide rates per 100,000",74.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2010,"Percentage of male and female intentional homicide victims, Male",138.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2010,"Percentage of male and female intentional homicide victims, Female",9.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2010,"Theft at the national level, rate per 100,000 population",53.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Intentional homicide rates per 100,000",55.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Percentage of male and female intentional homicide victims, Male",100.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Percentage of male and female intentional homicide victims, Female",10.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Assault rate per 100,000 population",14.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Robbery at the national level, rate per 100,000 population",103.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Theft at the national level, rate per 100,000 population",31.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2015,"Total Sexual Violence at the national level, rate per 100,000",16.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Intentional homicide rates per 100,000",35.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Percentage of male and female intentional homicide victims, Male",64.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Percentage of male and female intentional homicide victims, Female",6.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Assault rate per 100,000 population",19.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Robbery at the national level, rate per 100,000 population",208.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Theft at the national level, rate per 100,000 population",29.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2020,"Total Sexual Violence at the national level, rate per 100,000",9.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Intentional homicide rates per 100,000",35.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Percentage of male and female intentional homicide victims, Male",63.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Percentage of male and female intentional homicide victims, Female",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Assault rate per 100,000 population",21.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Robbery at the national level, rate per 100,000 population",200.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Theft at the national level, rate per 100,000 population",27.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2022,"Total Sexual Violence at the national level, rate per 100,000",31.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Intentional homicide rates per 100,000",31.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Percentage of male and female intentional homicide victims, Male",54.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Percentage of male and female intentional homicide victims, Female",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Assault rate per 100,000 population",22.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Robbery at the national level, rate per 100,000 population",174.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
340,Honduras,2023,"Total Sexual Violence at the national level, rate per 100,000",28.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Intentional homicide rates per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Percentage of male and female intentional homicide victims, Male",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Assault rate per 100,000 population",122.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Robbery at the national level, rate per 100,000 population",29.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Theft at the national level, rate per 100,000 population","1,254.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2005,"Total Sexual Violence at the national level, rate per 100,000",8.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Percentage of male and female intentional homicide victims, Male",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Percentage of male and female intentional homicide victims, Female",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Assault rate per 100,000 population",146.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Robbery at the national level, rate per 100,000 population",34.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Theft at the national level, rate per 100,000 population","1,344.8",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2010,"Total Sexual Violence at the national level, rate per 100,000",12.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Intentional homicide rates per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Percentage of male and female intentional homicide victims, Male",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Assault rate per 100,000 population",136.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Robbery at the national level, rate per 100,000 population",19.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Theft at the national level, rate per 100,000 population","1,084.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2014,"Total Sexual Violence at the national level, rate per 100,000",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2015,"Intentional homicide rates per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2015,"Percentage of male and female intentional homicide victims, Male",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2015,"Percentage of male and female intentional homicide victims, Female",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2015,"Robbery at the national level, rate per 100,000 population",14.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2015,"Theft at the national level, rate per 100,000 population","1,131.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Percentage of male and female intentional homicide victims, Male",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Robbery at the national level, rate per 100,000 population",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Theft at the national level, rate per 100,000 population",517.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2020,"Total Sexual Violence at the national level, rate per 100,000",5.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Percentage of male and female intentional homicide victims, Male",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Robbery at the national level, rate per 100,000 population",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Theft at the national level, rate per 100,000 population",502.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2022,"Total Sexual Violence at the national level, rate per 100,000",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2023,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2023,"Percentage of male and female intentional homicide victims, Male",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2023,"Percentage of male and female intentional homicide victims, Female",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2023,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2023,"Robbery at the national level, rate per 100,000 population",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
348,Hungary,2023,"Total Sexual Violence at the national level, rate per 100,000",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2005,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2005,"Percentage of male and female intentional homicide victims, Male",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2005,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2005,"Robbery at the national level, rate per 100,000 population",16.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2005,"Theft at the national level, rate per 100,000 population","1,071.6",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2005,"Total Sexual Violence at the national level, rate per 100,000",97.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Percentage of male and female intentional homicide victims, Male",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Assault rate per 100,000 population",17.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Robbery at the national level, rate per 100,000 population",13.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Theft at the national level, rate per 100,000 population","1,546.4",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2010,"Total Sexual Violence at the national level, rate per 100,000",68.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Percentage of male and female intentional homicide victims, Male",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Assault rate per 100,000 population",25.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Robbery at the national level, rate per 100,000 population",16.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Theft at the national level, rate per 100,000 population","1,218.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2015,"Total Sexual Violence at the national level, rate per 100,000",133.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Percentage of male and female intentional homicide victims, Male",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Percentage of male and female intentional homicide victims, Female",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Assault rate per 100,000 population",36.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Robbery at the national level, rate per 100,000 population",20.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Theft at the national level, rate per 100,000 population",955.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2020,"Total Sexual Violence at the national level, rate per 100,000",141.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Intentional homicide rates per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Percentage of male and female intentional homicide victims, Male",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Assault rate per 100,000 population",38.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Robbery at the national level, rate per 100,000 population",17.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Theft at the national level, rate per 100,000 population",897.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2022,"Total Sexual Violence at the national level, rate per 100,000",163.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2023,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2023,"Percentage of male and female intentional homicide victims, Male",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2023,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2023,"Assault rate per 100,000 population",49.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2023,"Robbery at the national level, rate per 100,000 population",26.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
352,Iceland,2023,"Total Sexual Violence at the national level, rate per 100,000",130.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Intentional homicide rates per 100,000",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Percentage of male and female intentional homicide victims, Male",5.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Percentage of male and female intentional homicide victims, Female",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Assault rate per 100,000 population",23.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Kidnapping at the national level, rate per 100,000",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Robbery at the national level, rate per 100,000 population",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Theft at the national level, rate per 100,000 population",23.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2005,"Total Sexual Violence at the national level, rate per 100,000",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Intentional homicide rates per 100,000",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Percentage of male and female intentional homicide victims, Male",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Percentage of male and female intentional homicide victims, Female",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Assault rate per 100,000 population",23.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Kidnapping at the national level, rate per 100,000",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Robbery at the national level, rate per 100,000 population",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Theft at the national level, rate per 100,000 population",26.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2010,"Total Sexual Violence at the national level, rate per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Intentional homicide rates per 100,000",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Percentage of male and female intentional homicide victims, Male",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Percentage of male and female intentional homicide victims, Female",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Assault rate per 100,000 population",25.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Kidnapping at the national level, rate per 100,000",5.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Robbery at the national level, rate per 100,000 population",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Theft at the national level, rate per 100,000 population",28.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2013,"Total Sexual Violence at the national level, rate per 100,000",9.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2015,"Intentional homicide rates per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2015,"Percentage of male and female intentional homicide victims, Male",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2015,"Percentage of male and female intentional homicide victims, Female",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2020,"Intentional homicide rates per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2020,"Percentage of male and female intentional homicide victims, Male",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2020,"Percentage of male and female intentional homicide victims, Female",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2022,"Intentional homicide rates per 100,000",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2022,"Percentage of male and female intentional homicide victims, Male",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
356,India,2022,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2004,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2010,"Assault rate per 100,000 population",13.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2010,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2010,"Robbery at the national level, rate per 100,000 population",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
