UF,Tipo Crime,Ano,Mês,Sexo da Vítima,Vítimas
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,MASCULINO,1
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,MASCULINO,1
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,MASCULINO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,MASCULINO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,MASCULINO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,MASCULINO,1
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,MASCULINO,1
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,SEXO NI,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,FEMININO,0
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,MASCULINO,1
MARANHÃO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,MASCULINO,6
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,MASCULINO,5
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,FEMININO,1
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,MASCULINO,6
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,MASCULINO,10
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,FEMININO,1
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,MASCULINO,8
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,MASCULINO,4
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,MASCULINO,10
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,MASCULINO,7
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,MASCULINO,17
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,MASCULINO,6
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,MASCULINO,6
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,SEXO NI,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,FEMININO,0
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,MASCULINO,8
MARANHÃO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,SEXO NI,0
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JANEIRO,FEMININO,8
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JANEIRO,MASCULINO,51
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JANEIRO,SEXO NI,0
MATO GROSSO,HOMICÍDIO DOLOSO,2022,FEVEREIRO,FEMININO,7
MATO GROSSO,HOMICÍDIO DOLOSO,2022,FEVEREIRO,MASCULINO,64
MATO GROSSO,HOMICÍDIO DOLOSO,2022,FEVEREIRO,SEXO NI,2
MATO GROSSO,HOMICÍDIO DOLOSO,2022,MARÇO,FEMININO,9
MATO GROSSO,HOMICÍDIO DOLOSO,2022,MARÇO,MASCULINO,88
MATO GROSSO,HOMICÍDIO DOLOSO,2022,MARÇO,SEXO NI,1
MATO GROSSO,HOMICÍDIO DOLOSO,2022,ABRIL,FEMININO,12
MATO GROSSO,HOMICÍDIO DOLOSO,2022,ABRIL,MASCULINO,73
MATO GROSSO,HOMICÍDIO DOLOSO,2022,ABRIL,SEXO NI,0
MATO GROSSO,HOMICÍDIO DOLOSO,2022,MAIO,FEMININO,7
MATO GROSSO,HOMICÍDIO DOLOSO,2022,MAIO,MASCULINO,63
MATO GROSSO,HOMICÍDIO DOLOSO,2022,MAIO,SEXO NI,2
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JUNHO,FEMININO,8
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JUNHO,MASCULINO,50
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JUNHO,SEXO NI,2
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JULHO,FEMININO,10
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JULHO,MASCULINO,67
MATO GROSSO,HOMICÍDIO DOLOSO,2022,JULHO,SEXO NI,0
MATO GROSSO,HOMICÍDIO DOLOSO,2022,AGOSTO,FEMININO,7
MATO GROSSO,HOMICÍDIO DOLOSO,2022,AGOSTO,MASCULINO,69
MATO GROSSO,HOMICÍDIO DOLOSO,2022,AGOSTO,SEXO NI,4
MATO GROSSO,HOMICÍDIO DOLOSO,2022,SETEMBRO,FEMININO,9
MATO GROSSO,HOMICÍDIO DOLOSO,2022,SETEMBRO,MASCULINO,69
MATO GROSSO,HOMICÍDIO DOLOSO,2022,SETEMBRO,SEXO NI,2
MATO GROSSO,HOMICÍDIO DOLOSO,2022,OUTUBRO,FEMININO,6
MATO GROSSO,HOMICÍDIO DOLOSO,2022,OUTUBRO,MASCULINO,68
MATO GROSSO,HOMICÍDIO DOLOSO,2022,OUTUBRO,SEXO NI,0
MATO GROSSO,HOMICÍDIO DOLOSO,2022,NOVEMBRO,FEMININO,9
MATO GROSSO,HOMICÍDIO DOLOSO,2022,NOVEMBRO,MASCULINO,75
MATO GROSSO,HOMICÍDIO DOLOSO,2022,NOVEMBRO,SEXO NI,1
MATO GROSSO,HOMICÍDIO DOLOSO,2022,DEZEMBRO,FEMININO,9
MATO GROSSO,HOMICÍDIO DOLOSO,2022,DEZEMBRO,MASCULINO,70
MATO GROSSO,HOMICÍDIO DOLOSO,2022,DEZEMBRO,SEXO NI,1
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,MASCULINO,1
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,MASCULINO,2
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,MASCULINO,1
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,MASCULINO,1
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,FEMININO,1
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,MASCULINO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,SEXO NI,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,FEMININO,0
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,MASCULINO,5
MATO GROSSO,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,MASCULINO,2
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,MASCULINO,3
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,MASCULINO,1
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,MASCULINO,3
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,FEMININO,2
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,MASCULINO,4
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,MASCULINO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,FEMININO,1
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,MASCULINO,3
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,MASCULINO,3
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,MASCULINO,1
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,MASCULINO,2
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,FEMININO,1
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,MASCULINO,2
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,SEXO NI,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,FEMININO,0
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,MASCULINO,1
MATO GROSSO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,SEXO NI,0
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JANEIRO,FEMININO,10
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JANEIRO,MASCULINO,33
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JANEIRO,SEXO NI,3
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,FEVEREIRO,FEMININO,4
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,FEVEREIRO,MASCULINO,32
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,FEVEREIRO,SEXO NI,0
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,MARÇO,FEMININO,5
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,MARÇO,MASCULINO,34
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,MARÇO,SEXO NI,6
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,ABRIL,FEMININO,8
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,ABRIL,MASCULINO,36
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,ABRIL,SEXO NI,0
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,MAIO,FEMININO,5
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,MAIO,MASCULINO,29
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,MAIO,SEXO NI,1
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JUNHO,FEMININO,12
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JUNHO,MASCULINO,33
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JUNHO,SEXO NI,1
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JULHO,FEMININO,3
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JULHO,MASCULINO,34
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,JULHO,SEXO NI,2
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,AGOSTO,FEMININO,5
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,AGOSTO,MASCULINO,16
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,AGOSTO,SEXO NI,1
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,SETEMBRO,FEMININO,6
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,SETEMBRO,MASCULINO,30
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,SETEMBRO,SEXO NI,2
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,OUTUBRO,FEMININO,9
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,OUTUBRO,MASCULINO,52
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,OUTUBRO,SEXO NI,1
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,NOVEMBRO,FEMININO,4
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,NOVEMBRO,MASCULINO,32
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,NOVEMBRO,SEXO NI,1
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,DEZEMBRO,FEMININO,7
MATO GROSSO DO SUL,HOMICÍDIO DOLOSO,2022,DEZEMBRO,MASCULINO,36
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,FEMININO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,MASCULINO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,SEXO NI,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,FEMININO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,MASCULINO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,SEXO NI,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,FEMININO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,MASCULINO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,SEXO NI,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,FEMININO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,MASCULINO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,SEXO NI,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,FEMININO,1
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,MASCULINO,1
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,MASCULINO,1
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,FEMININO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,MASCULINO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,SEXO NI,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,FEMININO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,MASCULINO,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,SEXO NI,0
MATO GROSSO DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,FEMININO,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,FEMININO,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,MASCULINO,2
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,SEXO NI,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,FEMININO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,MASCULINO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,SEXO NI,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,FEMININO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,MASCULINO,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,SEXO NI,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,FEMININO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,MASCULINO,2
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,SEXO NI,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,MASCULINO,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,SEXO NI,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,FEMININO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,MASCULINO,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,SEXO NI,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,FEMININO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,MASCULINO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,SEXO NI,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,MASCULINO,1
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,FEMININO,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,MASCULINO,2
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,SEXO NI,0
MATO GROSSO DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,MASCULINO,1
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,JANEIRO,FEMININO,15
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,JANEIRO,MASCULINO,162
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,JANEIRO,SEXO NI,5
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,FEVEREIRO,FEMININO,16
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,FEVEREIRO,MASCULINO,176
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,FEVEREIRO,SEXO NI,0
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,MARÇO,FEMININO,29
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,MARÇO,MASCULINO,216
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,MARÇO,SEXO NI,4
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,ABRIL,FEMININO,17
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,ABRIL,MASCULINO,216
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,ABRIL,SEXO NI,1
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,MAIO,FEMININO,34
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,MAIO,MASCULINO,169
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,MAIO,SEXO NI,0
MINAS GERAIS,HOMICÍDIO DOLOSO,2022,JUNHO,FEMININO,13
